Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
APOLLO,EQ,235.8,14.9,7864.7,889.6,2062.01
HDFCBANK,EQ,1965.5,-1.29,1508922.17,99.17,1952.27
NETWEB,EQ,2306,11.76,13064.38,68.98,1569.85
BSE,EQ,2334.9,0.12,94963.67,59.1,1377.1
OLAELEC,EQ,46.98,-3.75,20722.08,2682.3,1296.62
IDEA,EQ,7.02,7.18,76056.81,16599.29,1160.29
ICICIBANK,EQ,1435.9,-0.7,1025168.84,66.57,956.43
M&M,EQ,3400.1,0.74,422812.24,25.1,853.31
RSYSTEMS,EQ,450,6.26,5327.26,176.98,837.94
INFY,EQ,1487.9,-0.57,618128.75,55.43,827.13
RELIANCE,EQ,1409.9,-1.05,1907943.32,58.19,822.78
PAYTM,EQ,1263.2,1.41,80652.66,60.69,767.18
VEDL,EQ,444.95,-0.44,173992.72,167.18,745.38
ETERNAL,EQ,318.75,-0.95,307604.93,228.7,733.92
ABFRL,EQ,81.16,7.28,9903.68,874.82,702.22
HEROMOTOCO,EQ,4992.3,-2.06,99879.88,13.57,680.88
APOLLOHOSP,EQ,7930,0.04,114021.23,8.44,668.46
SWIGGY,EQ,424.9,-2.48,105955.06,154.08,661.43
MARUTI,EQ,14370,0.63,451796.5,4.59,657.41
HAL,EQ,4480,0.13,299611.2,14.23,640.89
BHARTIARTL,EQ,1933,0.16,1102216.96,32.72,631.88
INDUSTOWER,EQ,353,1.42,93127.15,169.77,601.64
BAJFINANCE,EQ,896.1,0.06,556831.75,64.25,576.09
BEL,EQ,375.15,0.25,274226.35,152.47,575.26
ROHLTD,EQ,475.15,10.82,1303.11,115.71,557.75
DCXINDIA,EQ,266.5,6.88,2968.45,195.88,538.85
ITC,EQ,398.3,-1.79,498986.28,130.88,523.39
ZEEL,EQ,122.9,4.94,11804.78,425.81,520.68
WAAREEENER,EQ,3175,-1.5,91212.42,16.15,517.25
DIXON,EQ,16894,1.01,102211.93,3.05,514.37
GODFRYPHLP,EQ,10550,-4.77,54853.59,4.67,505.86
TITAGARH,EQ,857,0.22,11541.54,58.6,503.85
SWANENERGY,EQ,474.9,3,14886.07,104.19,503.32
SAGILITY,EQ,46.24,1.6,21646.46,1059.33,495.13
TCS,EQ,3054.7,-1.54,1105217.19,15.94,489.05
GPIL,EQ,238.6,6.9,15971.96,192.46,454.04
FORCEMOT,EQ,20409,-6.8,26598.87,2.13,439.17
TATAMOTORS,EQ,680.95,-0.65,250722.95,64.3,438.52
TVSMOTOR,EQ,3290.6,0.3,156332.17,13.24,435.7
JMFINANCIL,EQ,192.4,1.41,18396.56,216.37,422.85
DIVISLAB,EQ,6154,2.09,163369.36,6.82,418.8
SBIN,EQ,816.8,-1.08,753956.84,50.98,417.66
AXISBANK,EQ,1070.7,-0.76,332155.14,38.54,413.27
HCLTECH,EQ,1467.1,-1.77,398121.81,28.03,412.28
NAZARA,EQ,1146,-4.91,10613.82,34.14,397.12
HINDALCO,EQ,702.65,-0.66,157901.37,56.23,396.95
SUZLON,EQ,58.68,0.89,80428.45,674.11,395.5
COFORGE,EQ,1747.9,1.14,58464.16,22.63,394.13
LT,EQ,3592,-0.57,494083.85,10.6,382.05
MCX,EQ,7960.5,0.42,40597.25,4.7,376.98
OLECTRA,EQ,1560,1.94,12804.59,23.85,374.75
INDIGO,EQ,6083.5,-0.25,235154.67,5.96,363.72
PGEL,EQ,565.85,1.2,16034.53,63.9,363.11
KOTAKBANK,EQ,1983.3,-1.71,394383.66,17.92,357.15
KROSS,EQ,190,11.1,1225.68,184.35,354.39
LEMONTREE,EQ,168.9,1.54,13381.04,208.05,352.59
KRN,EQ,954,9.38,5929.74,37.13,349.68
HDFCAMC,EQ,5823,0.5,124576.48,5.93,346.5
SUNPHARMA,EQ,1639.5,-0.04,393361.37,20.98,345.16
WIPRO,EQ,248.74,-0.47,260760.2,135.73,338.31
HINDUNILVR,EQ,2631.9,-0.61,618388.92,12.23,321.92
BAJAJ-AUTO,EQ,8685,0.01,242535.23,3.7,320.04
MAZDOCK,EQ,2700,-2.45,108912.6,11.27,307.35
VMM,EQ,150.79,0.36,70288.81,204.84,307.07
ANGELONE,EQ,2522,-0.62,22858.95,12,304.28
ULTRACEMCO,EQ,12605,-2.06,371443.1,2.27,288.25
NTPC,EQ,336.95,-0.55,326729.17,85.35,287.68
IDEAFORGE,EQ,498,7.72,2151.58,56.11,287.21
JIOFIN,EQ,320.5,-1.03,203618.19,88,284.29
VBL,EQ,516.55,-0.14,174695.21,54.6,281.31
INDIACEM,EQ,375.55,-3.94,11638.19,73.04,279.97
CLEAN,EQ,1155.3,0.55,12277.06,23.92,274.93
PERSISTENT,EQ,5350,0.05,83674,4.78,257.12
TATASTEEL,EQ,158.3,-1.99,197614.24,160.64,256.64
CGPOWER,EQ,680,0.36,107073.03,37.33,253.98
CIPLA,EQ,1592,-0.05,128594.45,15.75,250.8
TITAN,EQ,3618.9,0.07,321280.93,6.92,250.55
CDSL,EQ,1575,0.35,32917.5,15.76,248.89
LIQUIDBEES,EQ,1000,0,11515.61,24.86,248.6
PFC,EQ,399.2,-0.26,131740.06,61.99,247.1
FINCABLES,EQ,851.9,0.12,13028.9,28.22,245.83
TRENT,EQ,5420,-0.6,192674.2,4.44,241.36
PTCIL,EQ,13700,2.49,20528.25,1.62,229.58
JAYNECOIND,EQ,61,-2.45,5923.09,363.69,227.63
CPPLUS,EQ,1344,4.27,15754.62,17.17,227.38
AMBER,EQ,7259,-1,24601.54,3.02,222.01
EIEL,EQ,268,3.18,4704.2,81.51,219.4
CUMMINSIND,EQ,3924.7,0.99,108792.68,5.59,218.15
SHRIRAMFIN,EQ,616.25,-0.57,115911.48,34.96,215.31
MBEL,EQ,466.7,3.46,2667.11,44.19,210.91
DMART,EQ,4694.3,0.05,305473.62,4.5,210.83
SOLARINDS,EQ,14845,1.81,134332.49,1.41,209.77
JSWSTEEL,EQ,1054.4,-1.62,257848.67,19.5,205.94
POWERINDIA,EQ,19860,-1.14,88520.71,1.03,205.34
HBLENGINE,EQ,800.1,0.67,22178.37,25.37,203.42
UNOMINDA,EQ,1267.9,3.03,73007.95,15.89,199.79
AUROPHARMA,EQ,1053,1.15,61158.41,18.73,195.98
POWERGRID,EQ,283.8,-0.07,263951.14,68.25,193.13
ENRIN,EQ,3367,2.11,119905.77,5.72,192.9
MANKIND,EQ,2609.1,0.35,107685.06,7.31,191.4
BELRISE,EQ,146.49,1.6,13035.84,130.5,191.39
LTF,EQ,222.77,0.44,55669.11,85.35,190.82
INDUSINDBK,EQ,761.9,-0.72,59356.27,24.84,189.84
GRASIM,EQ,2807.8,-2.55,191075.57,6.72,189.8
KALYANKJIL,EQ,513.45,0.48,52982.66,36.62,187.41
GODREJCP,EQ,1257,0.77,128600.46,14.81,186.16
MAXHEALTH,EQ,1229.9,-1.62,119574.18,14.89,184.59
ALLTIME,EQ,316,3.96,2070.05,57.88,183.47
JINDALSTEL,EQ,997.25,-1.08,101728.29,18.18,181.51
COALINDIA,EQ,374.3,-1.02,230670.92,46.99,176.32
BLACKBUCK,EQ,638.5,3.23,11450.33,27.57,175.26
KAYNES,EQ,6212,1.08,41593.75,2.8,173.13
HYUNDAI,EQ,2365,-3.42,192165.97,6.95,167.39
FORTIS,EQ,934.8,-1.35,70573.49,17.78,166.47
POLICYBZR,EQ,1901.2,-0.35,87313.99,8.66,165.58
ADANIPORTS,EQ,1340.9,-1.53,289653.03,12.1,163.01
EICHERMOT,EQ,5930,-0.75,162646.85,2.73,162.5
NAVA,EQ,670,-0.78,18961.09,24.12,161.42
BHARATFORG,EQ,1124.8,-2.54,53767.54,14.14,160.59
TRANSRAILL,EQ,776.5,-1.94,10424.98,20.15,159.61
DRREDDY,EQ,1275,-0.13,106406.49,12.3,157.2
BRITANNIA,EQ,5568,-0.53,134115.47,2.7,150.28
NAUKRI,EQ,1382,-2.18,89542.63,10.84,150.11
FOSECOIND,EQ,6380,13.7,4074.56,2.41,149.65
POLYMED,EQ,2060.3,4.87,20876.14,7.24,149.27
KIOCL,EQ,436,-1.86,26497.95,34.45,149.16
PHOENIXLTD,EQ,1574,-0.1,56279.31,9.4,148.61
TECHM,EQ,1503,-1.2,147184.43,9.7,146.22
IDBI,EQ,94.9,-2.75,102040.3,152.12,145.67
ASHOKLEY,EQ,131.15,0.11,77025.11,110.93,145.28
COLPAL,EQ,2296,-2.32,62447.9,6.21,143.81
BANKBARODA,EQ,240.7,-1.09,124474.69,59.46,143.66
CRIZAC,EQ,351.1,2.17,6143.64,40.88,143
CANBK,EQ,109.99,-0.97,99768.09,128.54,142.11
INDHOTEL,EQ,789.9,-0.72,112436.91,17.81,141.14
IZMO,EQ,587.55,19.99,875.04,24.79,141.11
BAJAJFINSV,EQ,1967.6,-0.63,314385.73,7.09,139.67
BDL,EQ,1517.5,-0.16,55625.86,9.12,138.75
PARADEEP,EQ,220,0.78,17937.83,61.89,136.91
LAURUSLABS,EQ,877.45,-1.4,47366.94,15.48,136.64
ADANIENT,EQ,2323,-2.28,268116.18,5.84,136.6
SJVN,EQ,99.4,2.11,39062.16,135.66,134.52
ARIES,EQ,434.9,14.46,565.56,30.7,133.67
SMLISUZU,EQ,4530,2.77,6555.66,2.92,133.62
ASIANPAINT,EQ,2505,-2.4,240279.05,5.24,131.95
JSWCEMENT,EQ,153.29,-0.45,20899.02,85.36,131.73
RECLTD,EQ,376.1,-1.18,99035.55,34.79,131.26
ONGC,EQ,236.2,-0.88,297146.19,54.24,128.54
RVNL,EQ,323.9,-1.45,67533.8,38.77,125.85
KARURVYSYA,EQ,258.45,0.1,20809.8,48.26,125.36
PNBHOUSING,EQ,800.05,-0.52,20837.48,15.49,123.9
GRSE,EQ,2556.9,-0.88,29289.8,4.76,122.99
POLYCAB,EQ,7116,0.44,107112.35,1.72,122.71
JKCEMENT,EQ,6828,-4.29,52758.76,1.76,121.6
TIINDIA,EQ,3082,-0.5,59636.05,3.77,118.09
TATAPOWER,EQ,385.6,-0.63,123212.29,30.43,117.53
UPL,EQ,713.55,0.15,53559.61,16.36,116.91
ABCAPITAL,EQ,285.7,-1.92,74617.26,40.34,116.08
ASTRAL,EQ,1421.7,0.02,38191.8,8.11,115.76
VIMTALABS,EQ,654,-8.17,2910.66,17.24,115.72
MARICO,EQ,731.7,-1.07,94966.96,15.79,115.32
ZENTEC,EQ,1492.6,4.99,13476.74,7.75,113.56
GAIL,EQ,176.3,-0.83,115919.01,64.25,113.56
SBILIFE,EQ,1857,-1.08,186136.64,6.06,112.75
ABB,EQ,5067.5,-1.44,107384.57,2.2,112.13
PIDILITIND,EQ,3080,0.03,156670.08,3.58,110.43
DHANI,EQ,65.05,7.34,3932.93,169,109.24
RBLBANK,EQ,254.4,0.1,15561.24,42.86,108.79
JSWENERGY,EQ,517.5,-0.73,90447.02,20.99,108.68
IDFCFIRSTB,EQ,69.6,-0.68,51062.87,154.33,107.96
NESTLEIND,EQ,1159.8,-1.66,223645.89,9.22,107.62
HUBTOWN,EQ,347,1.42,4705.34,30.71,106.81
INOXWIND,EQ,144.06,0.97,23397.18,73.38,106.22
HDFCLIFE,EQ,789.5,-0.75,170172.59,13.32,105.27
PREMEXPLN,EQ,539.3,6.27,2899.34,19.51,104.71
NIFTYBEES,EQ,280.88,-0.77,50108.05,37.06,104.23
KPITTECH,EQ,1197.1,-1.4,32817.76,8.59,103.19
TORNTPHARM,EQ,3688,1.11,124814.55,2.8,102.77
HINDPETRO,EQ,390,-0.8,82985.08,26.27,102.53
PNB,EQ,105.39,-1.65,121124.13,96.61,102.44
GVT&D,EQ,2766,1.36,70822.47,3.65,101.3
LICHSGFIN,EQ,563.1,-0.84,30974.05,17.79,100.57
LODHA,EQ,1263,-2.05,126093.14,7.89,100.54
DLF,EQ,762,-1.45,188619.01,13.02,99.81
JWL,EQ,340.7,-0.74,14462.65,29.29,99.79
UNIONBANK,EQ,134.86,-1.22,102946.81,72.85,99.17
EDELWEISS,EQ,93.58,-3.43,8852.42,102.68,98.45
CAMS,EQ,3906,0.27,19324.84,2.51,97.85
SILVERBEES,EQ,109.91,0.72,9938.3,88.89,97.72
IEX,EQ,143.86,-0.53,12827.89,67.07,97.2
AMBUJACEM,EQ,579.95,-1.49,142848.85,16.71,97.01
SHAILY,EQ,2121,5.41,9747.08,4.64,96.89
OBEROIRLTY,EQ,1655.5,-0.25,60194.35,5.86,96.6
KFINTECH,EQ,1126.1,0.53,19394.02,8.43,95.37
BPCL,EQ,317,-0.92,137528.32,30.07,95.26
SIEMENS,EQ,3169,-0.88,112854.59,2.9,93
DATAMATICS,EQ,975,3.54,5762.87,9.42,92.83
GOLDBEES,EQ,82.6,0.06,23010.34,112.15,92.59
NAM-INDIA,EQ,866,0.42,55069.08,10.6,92.48
NYKAA,EQ,224.5,-0.2,64222.67,40.74,92.06
MOTHERSON,EQ,95.26,-2.7,100537.54,95.84,92.03
LIQUIDIETF,EQ,1000,0,1985.02,9.15,91.5
SRF,EQ,2918,0.18,86496.76,3.13,91.49
TATAELXSI,EQ,5575,-1.48,34704.54,1.64,91.33
ADANIGREEN,EQ,961.5,-0.53,152304.72,9.47,90.98
GLENMARK,EQ,1940,-0.05,54746.96,4.67,90.69
TATACOMM,EQ,1608,1.2,45828,5.54,88.79
CARTRADE,EQ,2342,-3.61,11123.11,3.76,88.32
LIQUIDCASE,EQ,110.11,0.05,5322.78,79.65,87.7
DALBHARAT,EQ,2319.2,-1.26,43500.11,3.74,87.65
TECHNOE,EQ,1543,2.12,17945.02,5.65,87.53
BOMDYEING,EQ,177.35,2.01,3662.9,48.86,87.41
HEXT,EQ,796,-1.58,48463.09,10.85,86.88
DELHIVERY,EQ,472.95,0.21,35316.08,18.34,86.86
HDBFS,EQ,795.65,-0.11,66004.48,10.7,85.72
CHOLAFIN,EQ,1522.3,0.26,128057.14,5.59,85.12
VOLTAS,EQ,1354.1,-0.63,44805.1,6.16,84.08
GLAND,EQ,1955,0.52,32209.88,4.3,83.44
GODREJPROP,EQ,2053.1,-0.02,61840.63,4.06,83.35
DABUR,EQ,516.5,0.16,91611.1,15.96,82.49
IOC,EQ,140.49,-0.67,198389.28,58.75,82.38
COCHINSHIP,EQ,1702.1,-0.31,44778.98,4.76,81.3
MPHASIS,EQ,2843,-0.4,54088.82,2.84,81.24
GMDCLTD,EQ,426.5,-0.33,13562.7,18.86,81.18
HUDCO,EQ,211.58,-0.6,42356.2,37.88,81.09
GOLDIAM,EQ,358.05,-1.38,4043.02,22.13,81.09
360ONE,EQ,1079.7,-0.18,43682.83,7.43,80.19
FACT,EQ,1009.5,-0.15,65321.92,7.87,80.15
HIKAL,EQ,256.2,1.03,3158.97,31.42,79.69
MUTHOOTFIN,EQ,2671.4,-0.16,107248.29,2.94,78.96
RCF,EQ,159,0.78,8771.84,49.65,78.93
POONAWALLA,EQ,464.25,3,36170.71,17.07,78.91
KEI,EQ,3950,-0.08,37743.28,1.95,77.88
PCJEWELLER,EQ,13.53,-2.24,8896.48,551.24,76.29
ADANIPOWER,EQ,594,-0.37,229102.17,12.77,76.07
LUPIN,EQ,1971,0.43,90024.9,3.81,75.06
EXIDEIND,EQ,395,-1.36,33575,18.63,73.99
ICICIGI,EQ,1915,-2.65,95207.8,3.83,73.79
YESBANK,EQ,19.28,-0.77,60480.45,380.48,73.58
AUBANK,EQ,740,-1.62,55178.23,9.8,73.45
UNITDSPR,EQ,1331,-0.45,96810.4,5.45,72.56
CUPID,EQ,171.87,0.32,4614.14,41.75,71.77
TEXRAIL,EQ,144.3,1.56,5764.31,49.04,71.57
AIRTELPP,E1,1469.2,-0.42,57634.9,4.88,71.51
SULA,EQ,266.6,2.8,2250.78,26.69,71.43
BHEL,EQ,218.01,-0.22,75912.46,32.65,71.36
HAVELLS,EQ,1555,0.09,97530.6,4.57,71.15
CROMPTON,EQ,316.7,-1.29,20390.82,22.24,70.69
NHPC,EQ,80.84,-1.21,81204.06,86.71,70.32
GRMOVER,EQ,373.85,0.71,2243.1,18.65,69.86
SHREECEM,EQ,30000,-1.98,108242.24,0.23,69.65
GMRAIRPORT,EQ,89.65,0.78,94661.22,77.3,69.25
SAMMAANCAP,EQ,121.99,-0.95,10105.14,56.51,69.06
COROMANDEL,EQ,2425,-0.16,71498.2,2.83,68.82
JSL,EQ,779.5,0.93,64212.84,8.84,68.7
REGAAL,EQ,124,-2.22,1273.77,54.43,68.32
SAMBHV,EQ,129,5.96,3801.26,52.85,67.54
AIIL,EQ,2977.4,2.54,50569.68,2.27,67.52
PARAS,EQ,685,0.86,5520.23,9.76,67.44
LICI,EQ,890,-0.63,562924.8,7.56,67.37
RPOWER,BE,48.99,-2.2,20261.14,134.14,66.21
MFSL,EQ,1638,-1.28,56529.8,4.01,66.07
DATAPATTNS,EQ,2600,0,14555.83,2.53,65.87
BEML,EQ,4028,-0.02,16774.4,1.62,65.65
HLEGLAS,EQ,520.5,2.64,3402.89,12.29,64.19
SARDAEN,EQ,597.55,-0.02,21056.54,10.61,63.59
TEJASNET,EQ,618,-0.33,10922.2,10.13,63.01
SAIL,EQ,122.2,-0.85,50475.02,51.55,62.93
SUPREMEIND,EQ,4616,0.87,58635.6,1.36,62.82
PROTEAN,EQ,847.9,0.11,3438.09,7.32,62.44
DENTA,EQ,422,2.44,1126.74,14.9,62.38
NUVAMA,EQ,6962.5,0.77,25086.84,0.89,61.99
IRFC,EQ,125.05,-0.31,163421.67,49.42,61.9
THERMAX,EQ,3262.6,0.78,38875.93,1.89,61.3
IPCALAB,EQ,1410,3.75,35772.29,4.37,61.22
PREMIERENE,EQ,1010,-1.24,45528.21,5.88,60.02
NTPCGREEN,EQ,103.35,-0.15,87086.12,57.07,59.29
BOSCHLTD,EQ,39345,-0.33,116042.73,0.15,58.99
CESC,EQ,166.5,1.08,22070.75,35.3,58.72
NMDC,EQ,70.15,-1.7,61674.6,81.84,57.83
BHARTIHEXA,EQ,1865,3.53,93250,3.15,57.35
ACUTAAS,EQ,1415,1.03,11584.45,4.05,57.33
ANTHEM,EQ,821.5,-2.94,46136.27,6.88,57.33
TDPOWERSYS,EQ,519,1.17,8106.38,10.95,57.21
MOTILALOFS,EQ,929.25,-2.11,55709.53,6.05,56.66
JUBLFOOD,EQ,618,-1.49,40778.43,8.94,55.76
ASTERDM,EQ,603,-0.7,31242.7,9.2,55.31
PAGEIND,EQ,45580,-0.68,50839.36,0.12,55.1
IXIGO,EQ,278.51,-0.64,10873.13,19.52,54.84
EBGNG,EQ,345,2.07,3933.4,15.85,54.79
SENORES,EQ,723,3.53,3329.67,7.57,54.59
QPOWER,EQ,789,3.81,6110.34,6.96,54.44
AVANTEL,EQ,149.74,5.51,3967.65,37.12,54.41
ALKEM,EQ,5427,0.09,64887.93,1,54.23
IREDA,EQ,147.4,0.08,41408.07,36.58,54.16
INDIANB,EQ,668,-0.42,89977.19,8.06,54.04
PPLPHARMA,EQ,192.7,0.34,25614.61,27.8,53.78
OIL,EQ,409.1,-0.41,66544.52,13.09,53.63
LIQUIDADD,EQ,1087.51,0.04,2181.14,4.84,52.58
CHAMBLFERT,EQ,561,-0.29,22476.49,9.32,52.39
BANKINDIA,EQ,115.45,-0.43,52560.55,44.79,51.94
WAAREERTL,EQ,1071,4.32,11164.81,4.9,51.64
TIMETECHNO,EQ,480.7,-0.27,10908.48,10.42,50.21
ATHERENERG,EQ,417.5,0.34,15550.19,11.89,50.11
IRB,EQ,43.79,-1.84,26444.78,113.64,49.93
RADICO,EQ,2889.1,-0.2,38675.66,1.73,49.92
ANANTRAJ,EQ,548.5,-0.77,18827.84,9.06,49.84
BLUESTARCO,EQ,1917.4,0.85,39424.58,2.59,49.79
KRBL,EQ,472,-1.2,10803.6,10.32,49.77
LTIM,EQ,5218.5,-0.32,154685.09,0.95,49.61
APARINDS,EQ,8182.5,-0.52,32867.72,0.6,49.41
JTLIND,EQ,75.92,1.21,2900.46,63.85,48.78
IRCTC,EQ,724,-0.1,57920,6.74,48.78
FEDERALBNK,EQ,196.5,-0.87,48293.27,24.66,48.59
SYRMA,EQ,744.2,-0.1,14323.18,6.45,48
ATUL,EQ,6506.5,2.55,19156.28,0.74,47.89
TEGA,EQ,1872.5,1.92,12458.77,2.54,47.55
SUNDARMFIN,EQ,5264,0.91,58485.07,0.9,47.31
SWSOLAR,EQ,278.7,-0.05,6507.49,16.76,47.04
IRCON,EQ,171.25,0.63,16106.33,27.31,46.89
HFCL,EQ,73.67,1.2,10628.17,62.43,45.93
OSWALPUMPS,EQ,873.95,0.94,9961.06,5.2,45.45
SHRIPISTON,EQ,2601.6,0.07,11460,1.73,45.34
NATIONALUM,EQ,188.85,-1.37,34684.79,23.88,45.33
BAJAJHLDNG,EQ,13500,-1.46,150246.24,0.33,45.2
MRF,EQ,147300,-0.56,62472.04,0.03,44.42
MANAPPURAM,EQ,266.3,0.36,22540.56,16.51,44.01
LIQUIDBETF,EQ,1044.83,0.05,910.81,4.19,43.8
GEPIL,EQ,374.45,2.27,2517.33,11.55,43.77
JBCHEPHARM,EQ,1754.4,1.53,27448.64,2.51,43.68
REDINGTON,EQ,243.05,0.35,19001.03,17.94,43.58
GRANULES,EQ,456,-1.3,11064.55,9.46,43.57
ADANIENSOL,EQ,799,-1.98,95982.48,5.37,43.22
EIHOTEL,EQ,407,1.17,25452.32,10.5,43.01
ITCHOTELS,EQ,244.75,-2.04,50970.33,17.49,42.91
TATACONSUM,EQ,1085.5,-0.24,107370.75,3.95,42.87
MEDIASSIST,EQ,562.55,3.26,3968.12,7.47,42.13
BALKRISIND,EQ,2397.5,-0.68,46347.8,1.75,42.06
TORNTPOWER,EQ,1284.7,-0.55,64736.49,3.27,41.88
PFOCUS,EQ,151.5,-6.15,4695.55,26.76,41.72
HOMEFIRST,EQ,1310,2.39,13528.19,3.14,41.03
SMARTWORKS,EQ,487,2.4,5558.2,8.36,40.76
SONACOMS,EQ,449,1.43,27915.27,8.95,40.1
LLOYDSME,EQ,1356.4,-2.6,70986.95,2.93,40.01
BANDHANBNK,EQ,173.2,-2.05,27902.02,22.87,39.84
RALLIS,EQ,378.7,3.23,7364.54,10.57,39.79
KITEX,EQ,197.78,-5,3945.71,19.25,39.44
NEULANDLAB,EQ,13850,0.41,17769.4,0.28,39.25
ASTRAMICRO,EQ,1011,2.22,9598.94,3.87,39.2
SUMICHEM,EQ,595.6,0.37,29729.12,6.5,38.98
DEEPAKFERT,EQ,1529,0.63,19301.76,2.53,38.8
YATRA,EQ,151.9,-3.99,2383.56,24.93,38.59
LOTUSDEV,EQ,191.23,-0.45,9345.86,19.9,38.43
RAMCOCEM,EQ,1079.9,-2.83,25517.21,3.54,38.16
BLUESTONE,EQ,544,-3.6,8231.83,6.81,38.06
CAPLIPOINT,EQ,2187.5,-1.07,16627.56,1.73,37.93
PRESTIGE,EQ,1637.4,0.42,70527.77,2.32,37.88
HONASA,EQ,300.75,0.23,9779.9,12.41,37.61
BANKBEES,EQ,570,-1.11,7468.1,6.57,37.55
FINPIPE,EQ,212,1.87,13154.11,17.73,37.51
RELINFRA,BE,292.3,-3.45,11944.29,12.67,37.31
JPPOWER,EQ,18.9,-0.89,12953.04,197.07,37.31
COFFEEDAY,EQ,44.59,-3.44,941.97,81.91,37.01
ACC,EQ,1821,-1.56,34196.06,2.02,37.01
CHOICEIN,EQ,801.1,1.87,16475.06,4.61,37
CUB,EQ,211.52,-2.16,15673.8,17.3,36.98
GOCLCORP,EQ,397,2.16,1968.03,9.48,36.98
TI,EQ,491,0.97,9516.26,7.52,36.79
BIOCON,EQ,358.65,0.25,47950.2,10.23,36.77
CREDITACC,EQ,1375.9,-1.43,21979.6,2.62,36.61
NBCC,EQ,103.74,-0.57,28009.8,34.93,36.42
WOCKPHARMA,EQ,1479.1,1.18,24032.26,2.47,36.42
APLAPOLLO,EQ,1650,0.15,45809.94,2.21,36.4
AAVAS,EQ,1649.1,0.74,13054.5,2.2,36.34
SCI,EQ,216.3,-0.08,10075.23,16.73,36.34
SAMHI,EQ,208.13,-2.3,4603.96,17.19,36.02
LALPATHLAB,EQ,3380,-0.1,28316.12,1.05,35.63
ITDCEM,EQ,766,0.7,13158.93,4.67,35.59
GREAVESCOT,EQ,208.39,-3.42,4852.25,16.67,35.32
NCC,EQ,217.05,-0.8,13627.41,16.2,35.29
HINDZINC,EQ,425.2,-1.31,179660.56,8.26,35.29
SHANTIGOLD,EQ,246.2,-1.66,1775,14.07,35.01
GICRE,EQ,380.9,-0.52,66825.1,9.17,34.94
BFUTILITIE,EQ,812,-2.32,3058.61,4.15,34.48
VIJAYA,EQ,1020.3,-0.2,10481.03,3.39,34.43
PATANJALI,EQ,1803,-0.32,65359.89,1.9,34.33
STARCEMENT,EQ,279.69,-4.72,11535.23,12.13,34.23
MOSCHIP,EQ,173.85,2.78,3338.24,19.62,34.11
SAILIFE,EQ,923.95,-0.09,19268.54,3.65,33.95
MEDANTA,EQ,1385,-0.3,37212.23,2.44,33.81
LIQUID1,EQ,1065.31,0.04,1472.47,3.17,33.77
GABRIEL,EQ,1192,-0.67,17122.36,2.84,33.76
CONCORDBIO,EQ,1767.5,0.99,18490.91,1.89,33.53
NFL,EQ,98.06,0.86,4810.61,33.56,32.9
FEDFINA,EQ,141.96,3.4,5297.11,23.22,32.71
PVRINOX,EQ,1128.9,0.57,11085.79,2.86,32.35
AADHARHFC,EQ,522,0.88,22553.5,6.21,32.3
TRITURBINE,EQ,534.05,-0.27,16976.22,6.06,32.25
QUADFUTURE,EQ,413,1.37,1652,7.83,32.16
GSFC,EQ,210.03,-0.57,8369.22,15.14,31.96
STALLION,EQ,149.14,2.16,1183.06,21.15,31.94
LTFOODS,EQ,433.5,-3.42,15053.42,7.27,31.9
BLS,EQ,368.95,0.59,15191.18,8.6,31.71
IKS,EQ,1550,-2.31,26593.84,2.01,31.49
ZFCVINDIA,EQ,14501,-0.66,27504.89,0.22,31.43
DELTACORP,EQ,87.7,-3.8,2348.35,35,31.22
SAREGAMA,EQ,494.8,2.57,9540.21,6.28,31.05
EASEMYTRIP,EQ,8.96,-3.86,3175.5,343.76,31.04
NORTHARC,EQ,252.55,2.16,4079.68,12.41,30.94
ARE&M,EQ,986,-0.43,18046.3,3.12,30.93
ZYDUSLIFE,EQ,989.75,0.4,99592.01,3.07,30.45
INTELLECT,EQ,964.5,0.4,13411.31,3.13,30.34
IGL,EQ,207,0.14,28980.03,14.64,30.34
IIFL,EQ,452.45,-1.59,19228.7,6.63,30.21
SPIC,EQ,110.79,-0.04,2256.13,27.24,30.2
OFSS,EQ,8632,-0.77,75014.63,0.35,30.12
PGHL,EQ,6562,4.27,10892.51,0.46,30.03
CONCOR,EQ,548.15,-0.91,41748.09,5.4,29.76
BERGEPAINT,EQ,527.9,-0.45,61547.59,5.56,29.39
ACE,EQ,986.5,-1.12,11747.56,2.97,29.25
ABREL,EQ,1797.2,-0.61,20073.95,1.62,29.09
JISLJALEQS,EQ,49.56,-3.09,3541.61,57.15,28.57
SJS,EQ,1386,3.16,4346.14,2.07,28.36
RAILTEL,EQ,354.95,-1.99,11391.71,7.94,28.31
HEG,EQ,486,-2.14,9378.71,5.76,28.26
SONATSOFTW,EQ,373.8,-0.89,10482.28,7.57,28.21
BCG,EQ,16.68,-0.18,3365.89,168.56,28.05
USHAMART,EQ,377.2,2.46,11494.86,7.41,27.95
PCBL,EQ,380,-0.99,14343.58,7.3,27.89
TFCILTD,EQ,306.4,-1.98,2837.12,9.02,27.87
JAMNAAUTO,EQ,102.14,0.58,4075.18,27.3,27.84
NSLNISP,EQ,38.84,-0.54,11382.47,71.44,27.76
POCL,EQ,1095.2,-1.45,3156.88,2.46,27.37
